id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;instructionsUndersto;randomQuestions[Q1];randomQuestions[Q2];randomQuestions[Q3];randomQuestions[Q4];randomQuestions[Q5];randomQuestions[Q6];randomQuestions[Q7];randomQuestions[Q8];randomQuestions[Q9];randomQuestions[Q10];randomQuestions[Q11];randomQuestions[Q12];randomQuestions[Q13];randomQuestions[Q14];randomQuestions[Q15];randomQuestions[Q16];randomQuestions[Q17];randomQuestions[Q18];randomQuestions[Q19];randomQuestions[Q20];QDD1;assignNumbers;QDD2;QDD3;AllQuestionsS1[F1];AllQuestionsS1[F11];AllQuestionsS1[F12];AllQuestionsS1[F2];AllQuestionsS1[F21];AllQuestionsS1[F22];AllQuestionsS1[F23];AllQuestionsS1[F24];AllQuestionsS1[F3];AllQuestionsS1[F31];AllQuestionsS1[F32];AllQuestionsS1[F41];AllQuestionsS1[F42];AllQuestionsS1[N1];AllQuestionsS1[N2];AllQuestionsS1[N3];AllQuestionsS1[N4];AllQuestionsS2[F1];AllQuestionsS2[F11];AllQuestionsS2[F12];AllQuestionsS2[F2];AllQuestionsS2[F21];AllQuestionsS2[F22];AllQuestionsS2[F23];AllQuestionsS2[F24];AllQuestionsS2[F3];AllQuestionsS2[F31];AllQuestionsS2[F32];AllQuestionsS2[F41];AllQuestionsS2[F42];AllQuestionsS2[N1];AllQuestionsS2[N2];AllQuestionsS2[N3];AllQuestionsS2[N4];AllQuestionsS3[F1];AllQuestionsS3[F11];AllQuestionsS3[F12];AllQuestionsS3[F2];AllQuestionsS3[F21];AllQuestionsS3[F22];AllQuestionsS3[F23];AllQuestionsS3[F24];AllQuestionsS3[F3];AllQuestionsS3[F31];AllQuestionsS3[F32];AllQuestionsS3[F41];AllQuestionsS3[F42];AllQuestionsS3[N1];AllQuestionsS3[N2];AllQuestionsS3[N3];AllQuestionsS3[N4];AllQuestionsS4[F1];AllQuestionsS4[F11];AllQuestionsS4[F12];AllQuestionsS4[F2];AllQuestionsS4[F21];AllQuestionsS4[F22];AllQuestionsS4[F23];AllQuestionsS4[F24];AllQuestionsS4[F3];AllQuestionsS4[F31];AllQuestionsS4[F32];AllQuestionsS4[F41];AllQuestionsS4[F42];AllQuestionsS4[N1];AllQuestionsS4[N2];AllQuestionsS4[N3];AllQuestionsS4[N4];herdSize[decr];herdSize[main];herdSize[incr];statusQuo;QAttentionCheck[env];QAttentionCheck[market];QAttentionCheck[tax];QAttentionCheck[health];interviewtime;groupTime617;instructionsUnderstoTime;ProlificIDTime;randomQuestionsTime;groupTime615;QDD1Time;assignNumbersTime;groupTime618;QDD2Time;groupTime619;QDD3Time;groupTime621;AllQuestionsS1Time;groupTime620;AllQuestionsS2Time;groupTime622;AllQuestionsS3Time;groupTime616;AllQuestionsS4Time;groupTime624;herdSizeTime;statusQuoTime;groupTime623;QAttentionCheckTime
392;24/01/2025 11:14;10;en;608623452;24/01/2025 11:02;24/01/2025 11:14;Y;1;4;2;1;3;2;4;2;2;3;4;2;4;4;1;3;3;2;1;3;read;1  4  2  1  3  2  4  2  2  3  4  2  4  4  1  3  3  2  1  3;read;read;AO04;;;AO04;;;;;;;;;;AO02;;;;;;AO04;;;AO05;;AO04;AO04;;;;;;;;AO02;;;;;AO03;;;;;AO04;;;;;AO02;AO02;;;AO04;;;;;AO03;;;;AO05;AO03;AO03;;;;;AO02;AO04;AO03;AO04;Y;;;Y;692.43;17.9;;;;127.86;;;106.94;;53.24;;104.54;;41.4;;58.75;;103.43;;22.42;;;55.95;
393;24/01/2025 11:15;10;en;1252916441;24/01/2025 11:03;24/01/2025 11:15;Y;1;1;3;4;1;3;3;1;3;4;2;2;4;2;2;1;2;4;3;2;read;1  1  3  4  1  3  3  1  3  4  2  2  4  2  2  1  2  4  3  2;read;read;AO02;AO03;;;AO04;;;AO05;;;;;;;AO01;;;;;;;;;;;;;AO05;;AO04;AO02;;AO01;;;;AO03;;;AO05;AO01;;AO04;;;;;;;;;;;;AO05;;;;;;AO05;;AO02;;;;;AO01;AO01;AO01;AO01;AO04;Y;;;;753.03;47.84;;;;133.96;;;160.05;;111.84;;43.09;;58.29;;51.94;;63.76;;45.62;;;36.64;
394;24/01/2025 11:10;10;en;1285657177;24/01/2025 11:03;24/01/2025 11:10;Y;1;4;3;3;3;1;1;4;3;2;4;3;4;1;3;2;1;1;1;3;read;1  4  3  3  3  1  1  4  3  2  4  3  4  1  3  2  1  1  1  3;read;read;AO04;;;;;AO02;AO03;;;;;;AO02;;;AO01;AO01;;;;;;;;;;AO05;;;;;AO01;;;;;AO03;AO04;AO05;;;;AO03;;;;;AO02;;;;;AO05;;;;;;AO03;;;AO05;AO05;;;;;;AO01;AO01;AO01;AO05;Y;Y;;Y;441.36;14.08;;;;72.55;;;79.3;;78.17;;69.21;;16.05;;37.61;;38.96;;25.41;;;10.02;
395;24/01/2025 11:08;10;en;1083286279;24/01/2025 11:03;24/01/2025 11:08;Y;3;2;2;1;1;2;1;4;4;4;1;3;4;1;1;1;1;3;1;2;read;3  2  2  1  1  2  1  4  4  4  1  3  4  1  1  1  1  3  1  2;read;read;;;;AO03;AO03;;AO04;;;;AO04;;AO04;AO03;AO01;AO01;;;AO05;AO05;;;AO05;;;;;;;;;;;;AO05;;;;;;;;;;;;;;;;AO01;;;;;;;;AO05;AO05;AO04;;AO04;;;;;;AO02;AO03;AO02;AO04;Y;;;Y;305.36;26.84;;;;68.43;;;66.77;;43.13;;36.92;;10.33;;10.25;;16.29;;15.75;;;10.65;
396;24/01/2025 11:12;10;en;613675900;24/01/2025 11:03;24/01/2025 11:12;Y;2;2;3;4;4;3;4;3;3;4;2;4;1;1;4;3;4;3;2;3;read;2  2  3  4  4  3  4  3  3  4  2  4  1  1  4  3  4  3  2  3;read;read;;;;;;;;;;;;AO05;AO01;;;;;AO04;AO05;;;;;;;;;AO05;;;;;;;;;AO01;;;AO01;;AO05;AO04;;;;;;AO02;;AO01;;;;AO04;AO05;;AO04;;;AO05;;;;AO03;;AO01;;AO01;AO04;AO01;AO04;Y;Y;;Y;563.29;31.64;;;;80.07;;;95.72;;163.6;;21.47;;16.35;;37.76;;42.36;;53.17;;;21.15;
398;24/01/2025 11:09;10;en;519543126;24/01/2025 11:03;24/01/2025 11:09;Y;1;3;2;3;3;4;2;2;1;3;1;4;2;2;4;3;3;4;2;3;read;1  3  2  3  3  4  2  2  1  3  1  4  2  2  4  3  3  4  2  3;read;read;AO02;;;;;;;;AO03;;AO05;;;;;;;;;AO04;;;;AO03;AO04;;;;AO04;AO03;;;;;;AO04;;AO03;AO04;;;;;AO05;;;;;AO02;AO02;;;;;;;AO04;;;;;;;;AO02;;;AO01;AO03;AO04;AO02;AO04;Y;Y;;Y;364.36;6.94;;;;85.14;;;74.06;;47.38;;10.1;;27.4;;33.67;;37.41;;31.24;;;11.02;
399;24/01/2025 11:12;10;en;215042906;24/01/2025 11:03;24/01/2025 11:12;Y;2;1;2;2;2;4;3;3;4;3;2;1;4;4;2;1;1;4;3;1;read;2  1  2  2  2  4  3  3  4  3  2  1  4  4  2  1  1  4  3  1;read;read;;AO05;;;;;;;;;;;;;AO03;AO02;;AO04;;AO04;AO03;AO04;;;;;;AO05;;;AO03;;;;;;;;;;AO02;AO02;;AO03;;;;;;;;;;;;;AO03;;;AO04;;;AO04;AO03;;;;AO02;AO03;AO04;AO03;AO04;Y;Y;;Y;509.82;17.28;;;;48.25;;;67.44;;33.53;;10.71;;61.19;;96.54;;140.67;;11.43;;;22.78;
400;24/01/2025 11:09;10;en;616339193;24/01/2025 11:03;24/01/2025 11:09;Y;2;3;4;4;2;1;1;1;3;2;2;4;2;2;3;2;3;4;2;1;read;2  3  4  4  2  1  1  1  3  2  2  4  2  2  3  2  3  4  2  1;read;read;;;;;;AO04;AO05;AO05;;;;;;;;;;AO03;;;;AO05;;;;;AO04;AO04;AO04;AO03;;AO05;;;;AO03;;;;;;;AO03;;;;;AO05;;AO04;;;;AO03;AO05;;;;;;;;;;;;;AO04;AO04;AO03;AO02;AO03;Y;;;;369.38;22.15;;;;74.59;;;55.4;;49.16;;24.85;;35.49;;56.42;;15.16;;27.52;;;8.64;
401;24/01/2025 11:12;10;en;593852346;24/01/2025 11:03;24/01/2025 11:12;Y;2;4;1;2;3;4;2;3;2;1;2;2;2;1;1;2;4;1;1;2;read;2  4  1  2  3  4  2  3  2  1  2  2  2  1  1  2  4  1  1  2;read;read;;;AO04;;;;;;;AO05;;;AO04;AO02;;;AO04;AO04;;;AO05;;;AO04;;AO05;;AO05;AO04;;;AO01;;;;;;;AO05;;;AO04;;;;;;;;;;;AO04;;;;AO05;;;;;;;;;;AO02;;AO01;AO04;AO05;AO02;Y;Y;;Y;508.27;79.23;;;;50.05;;;31.48;;28.09;;39.67;;74;;84.36;;12.56;;65.71;;;43.12;
402;24/01/2025 11:13;10;en;787205707;24/01/2025 11:03;24/01/2025 11:13;Y;2;1;4;1;3;1;4;4;3;2;1;2;1;3;1;1;4;4;3;4;read;2  1  4  1  3  1  4  4  3  2  1  2  1  3  1  1  4  4  3  4;read;read;;AO05;;AO04;;AO03;;;;;AO05;AO04;;AO04;AO01;;;AO05;;;;;;;;;AO05;;;;;;;;;;;;AO04;;;;AO05;;;;AO03;;;;;;;AO05;;;;AO03;AO05;;;;;;;;AO01;AO01;AO01;AO04;AO05;AO01;Y;Y;;Y;598.12;12.04;;;;68.76;;;70.23;;46.31;;291.5;;15.29;;14.91;;47.61;;21.02;;;10.45;
403;24/01/2025 11:09;10;en;779735856;24/01/2025 11:03;24/01/2025 11:09;Y;3;1;3;2;3;2;3;2;2;2;2;4;4;2;2;3;1;1;2;1;read;3  1  3  2  3  2  3  2  2  2  2  4  4  2  2  3  1  1  2  1;read;read;;AO05;;;;;;;;;;;;;;AO04;AO03;;;;AO01;;AO03;;AO04;AO05;AO05;AO05;;AO03;AO05;;;;AO02;;AO03;;AO02;;AO02;;;;;;;;AO05;;;;;;;;;;;;;;AO03;;;;;;AO04;AO02;AO01;AO04;Y;;;Y;331.93;10.31;;;;80.51;;;70.9;;47.55;;13.81;;43.81;;22.71;;10.2;;18.74;;;13.39;
404;24/01/2025 11:10;10;en;1186309156;24/01/2025 11:03;24/01/2025 11:10;Y;3;1;4;2;3;4;3;3;4;2;4;4;1;3;2;4;2;3;1;4;read;3  1  4  2  3  4  3  3  4  2  4  4  1  3  2  4  2  3  1  4;read;read;;AO05;;;;;;;;;;AO03;;;;;;;;;AO03;;;;;;AO05;;;;AO02;;AO03;;AO04;;;;AO04;;AO02;AO05;;;;;AO02;;;;AO02;;;AO05;;;AO04;;;AO03;;AO05;;;;AO02;;;AO02;AO04;AO04;AO05;Y;Y;;Y;366;20.6;;;;74.67;;;79.89;;51.72;;22.3;;22.4;;31.19;;29.84;;22.55;;;10.84;
405;24/01/2025 11:08;10;en;764904425;24/01/2025 11:04;24/01/2025 11:08;Y;3;1;1;3;1;3;4;2;3;1;2;3;3;3;2;1;3;4;4;4;read;3  1  1  3  1  3  4  2  3  1  2  3  3  3  2  1  3  4  4  4;read;read;;AO05;AO05;;AO05;;;;;AO05;;;;;AO02;;;;;;;;;;AO05;;;AO05;;;AO01;;;;AO01;;;AO04;;AO02;;;AO05;;;AO03;AO01;;;AO01;;;;;;;;AO01;;;;;;;;;;AO05;AO01;AO05;AO01;AO04;Y;Y;;Y;292.02;14.42;;;;72.41;;;61.74;;39.53;;14.4;;10.96;;37.76;;12.09;;16.83;;;11.88;
406;24/01/2025 11:08;10;en;1120741475;24/01/2025 11:04;24/01/2025 11:08;Y;4;3;1;1;1;4;3;2;3;1;4;1;3;4;3;2;2;4;2;1;read;4  3  1  1  1  4  3  2  3  1  4  1  3  4  3  2  2  4  2  1;read;read;;;AO05;AO05;AO04;;;;;AO04;;;;;;;;;;;;;;;AO05;;;;;;;AO03;AO03;;;AO05;;;;;AO04;;AO04;;;AO04;;AO03;;;;AO04;;;;;AO04;;;;;AO05;;AO04;;;;AO04;AO03;AO04;AO03;AO04;Y;Y;;Y;260.54;13.52;;;;48.03;;;62.75;;51.24;;11.36;;18.69;;16.55;;15.17;;14.33;;;8.9;
407;24/01/2025 11:15;10;en;889673844;24/01/2025 11:04;24/01/2025 11:15;Y;3;3;2;4;2;2;3;4;3;4;1;1;2;4;3;2;3;2;3;2;read;3  3  2  4  2  2  3  4  3  4  1  1  2  4  3  2  3  2  3  2;read;read;;;;;;;;;;;AO04;;;;;;;;;AO04;;AO04;AO04;;;;;;AO04;;;AO01;;AO01;AO04;AO05;;;;;AO03;;AO03;;;;;AO01;;AO01;;;;;AO03;;;;AO04;;AO04;;;AO03;;;;;AO01;AO03;AO01;AO04;Y;;;Y;657.84;20.72;;;;129.57;;;160.59;;136.9;;6.82;;72.84;;52.05;;27.12;;37.79;;;13.44;
408;24/01/2025 11:11;10;en;8874252;24/01/2025 11:04;24/01/2025 11:11;Y;1;3;4;1;2;3;3;2;3;4;4;2;3;1;2;3;4;3;2;3;read;1  3  4  1  2  3  3  2  3  4  4  2  3  1  2  3  4  3  2  3;read;read;AO04;;;AO02;;;;;;;;;AO03;;;;;;;;;AO02;;;AO04;;;;;;AO05;;;;;AO04;;;;AO01;AO02;;AO03;;;AO04;;;AO05;;AO03;;;AO04;;;;;;;AO03;AO03;;;;;AO04;;AO04;AO02;AO01;AO03;Y;;;Y;409.59;6.09;;;;9.99;;;15.62;;11.78;;113.14;;22.97;;79.94;;44.52;;83.09;;;22.45;
409;24/01/2025 11:24;10;en;1315922021;24/01/2025 11:04;24/01/2025 11:24;Y;4;2;2;4;2;1;4;1;2;1;2;3;3;3;1;3;3;2;3;1;read;4  2  2  4  2  1  4  1  2  1  2  3  3  3  1  3  3  2  3  1;read;read;;;;;;AO01;;AO05;;AO04;;;;AO03;;;;;AO05;AO05;;AO02;;;;AO04;;AO05;;;;;;AO03;;;;;;;;;;;;AO04;AO03;;AO04;AO04;;AO04;;;AO02;;;AO03;;;;;;;;;;;AO03;AO02;AO03;AO02;Y;;;Y;1178.73;24.21;;;;259.05;;;138.69;;44.45;;432.76;;51.69;;69.12;;17.84;;125.98;;;14.94;
410;24/01/2025 11:09;10;en;448751532;24/01/2025 11:04;24/01/2025 11:09;Y;2;3;4;3;4;1;1;2;2;3;4;3;1;2;3;4;2;2;1;4;read;2  3  4  3  4  1  1  2  2  3  4  3  1  2  3  4  2  2  1  4;read;read;;;;;;AO04;AO02;;;;;AO05;;;;;;AO05;;;;;;;AO03;AO05;;;;AO02;;;AO02;AO01;;AO04;;AO03;;;;;;AO05;;;;AO02;;;;;;AO05;;AO04;;;;;;AO05;;;;AO02;;;AO02;AO04;AO02;AO04;Y;;;Y;264.57;6.06;;;;44.88;;;44.81;;26.95;;16.04;;24.91;;52.56;;12.47;;19.75;;;16.14;
411;24/01/2025 11:14;10;en;166848938;24/01/2025 11:05;24/01/2025 11:14;Y;2;4;4;2;1;3;1;1;4;3;1;1;3;4;1;1;2;2;2;2;read;2  4  4  2  1  3  1  1  4  3  1  1  3  4  1  1  2  2  2  2;read;read;;;;;AO05;;AO02;AO03;;;AO04;;;AO03;AO01;;;AO05;;;AO05;;;;;;;;;;;;AO01;AO01;;;;;;AO01;;;;AO05;;AO03;;;;;;;AO05;AO05;;;;;;AO05;;;;AO01;;;;;AO01;AO05;AO02;AO04;Y;;;Y;549.58;34.28;;;;115.94;;;110.4;;108.8;;37.99;;39.77;;17.56;;27.04;;33.81;;;23.99;
412;24/01/2025 11:27;10;en;1108228675;24/01/2025 11:05;24/01/2025 11:27;Y;2;4;4;4;1;3;2;4;2;1;3;4;1;4;4;4;2;1;2;2;read;2  4  4  4  1  3  2  4  2  1  3  4  1  4  4  4  2  1  2  2;read;read;;;;;AO01;;;;;AO05;;AO04;;;;;AO03;AO05;;;;;;AO01;;AO05;;;;;;;AO01;;;;;;;AO01;;;;;AO05;;;;;;;;AO04;AO04;AO03;;;;AO05;;;;;AO01;AO05;AO01;;;AO03;AO05;AO03;AO05;Y;Y;;Y;1308.24;32.54;;;;123.1;;;176.44;;464.69;;73.46;;65.22;;51.94;;198.49;;44.53;;;77.83;
413;24/01/2025 11:10;10;en;466171253;24/01/2025 11:05;24/01/2025 11:10;Y;3;1;2;2;3;4;3;3;4;4;1;3;3;2;3;3;2;4;3;1;read;3  1  2  2  3  4  3  3  4  4  1  3  3  2  3  3  2  4  3  1;read;read;;AO05;;;;;;;;;AO05;;;;;;;;;AO05;AO03;;;;;;;;;AO05;;;AO04;;AO02;;;;AO05;;AO04;AO05;;;;AO04;;AO04;AO02;;;;;;;;AO05;;;AO05;AO05;;;;;;;AO03;AO02;AO04;AO02;AO04;Y;;;Y;298.77;32.9;;;;108.2;;;44.09;;22.47;;4.66;;16.96;;28.81;;11.19;;18.37;;;11.12;
414;24/01/2025 11:09;10;en;574138;24/01/2025 11:06;24/01/2025 11:09;Y;2;2;2;1;1;3;1;4;2;4;2;1;2;3;1;2;4;1;3;1;read;2  2  2  1  1  3  1  4  2  4  2  1  2  3  1  2  4  1  3  1;read;read;;;;AO04;AO02;;AO02;;;;;;;AO04;;;AO02;AO03;AO03;AO04;;;;;;AO04;;AO05;AO01;;;AO02;;;;;;;;AO01;;;;;;;AO01;;;;;;;;;;;;AO05;;AO04;;;;;;AO05;;AO01;AO03;AO03;AO02;Y;Y;;Y;232.79;14.35;;;;51.86;;;41.95;;19.73;;19.39;;35.52;;7.31;;13.92;;17.69;;;11.07;
415;24/01/2025 11:12;10;en;1108473190;24/01/2025 11:06;24/01/2025 11:12;Y;3;4;2;3;4;2;4;4;2;3;4;3;2;3;2;4;1;2;4;3;read;3  4  2  3  4  2  4  4  2  3  4  3  2  3  2  4  1  2  4  3;read;read;;;;;;;;;;;;;;;;AO03;;;;AO05;;;AO05;;;AO03;;;AO02;;AO04;;;AO04;AO04;;;AO04;;;;;;AO01;;;AO03;;;;;;AO04;;;AO03;;AO02;AO05;;;AO05;;;;AO02;;;AO01;AO01;AO05;AO04;Y;;;Y;375.65;22.44;;;;124.57;;;7.58;;41.34;;11.9;;42.93;;26.34;;57.46;;20.36;;;20.73;
416;24/01/2025 11:13;10;en;566376092;24/01/2025 11:06;24/01/2025 11:13;Y;1;1;3;4;2;4;4;4;1;4;1;2;2;2;4;4;1;3;4;2;read;1  1  3  4  2  4  4  4  1  4  1  2  2  2  4  4  1  3  4  2;read;read;AO04;AO04;;;;;;;AO04;;AO05;;;;;AO02;;;;;;AO03;;;;;;;AO02;AO02;;;;;;;AO05;;;;;;;;;;;;;;AO04;;;;AO02;;AO04;AO03;AO05;;AO03;;;;AO05;AO04;;;AO04;AO02;AO02;AO02;Y;Y;;Y;425.01;16.75;;;;124.11;;;85.09;;31.07;;20.7;;22.03;;20.61;;58.49;;28.87;;;17.29;
417;24/01/2025 11:13;10;en;757419472;24/01/2025 11:06;24/01/2025 11:13;Y;2;1;4;2;2;2;2;1;1;1;2;4;3;3;2;4;2;4;4;1;read;2  1  4  2  2  2  2  1  1  1  2  4  3  3  2  4  2  4  4  1;read;read;;AO05;;;;;;AO05;AO04;AO05;;;;;;;;AO04;;;AO02;AO05;AO03;AO01;;;;AO05;;;AO03;;AO03;;;;;;;;;;;;;AO05;AO02;;;;;;;AO05;;;;;;;;;;;;AO02;;AO02;AO01;AO04;AO01;AO04;Y;Y;;Y;438.72;10.34;;;;105.65;;;107.01;;75.14;;15.29;;36.39;;27.77;;24.7;;25.77;;;10.66;
418;24/01/2025 11:11;10;en;592608947;24/01/2025 11:06;24/01/2025 11:11;Y;1;1;4;4;3;2;3;4;3;4;3;2;2;3;4;4;3;3;1;4;read;1  1  4  4  3  2  3  4  3  4  3  2  2  3  4  4  3  3  1  4;read;read;AO05;AO05;;;;;;;;;;;;;;;;;;;;;AO04;;;;;;AO03;;;;;;;;;;AO03;;AO03;;AO04;;AO04;;AO01;;;AO01;AO03;;;AO05;AO05;;;;AO04;;AO05;;;;AO01;AO02;;;AO01;AO04;AO04;AO05;Y;;;Y;314.02;8.89;;;;45.89;;;53.27;;74.68;;5.89;;11.02;;63.22;;23.94;;15.23;;;11.99;
419;24/01/2025 11:10;10;en;296926477;24/01/2025 11:06;24/01/2025 11:10;Y;4;1;2;1;3;4;4;4;3;1;1;1;1;4;2;4;4;2;4;1;read;4  1  2  1  3  4  4  4  3  1  1  1  1  4  2  4  4  2  4  1;read;read;;AO04;;AO04;;;;;;AO04;AO05;AO04;;;;;;;;AO04;;;;;;;;;;;AO03;;;AO03;;;;;AO03;;;;AO04;;;;;;;;;AO04;;;;;AO04;AO03;AO04;;;;;AO03;;AO02;AO02;;AO03;AO04;AO03;AO05;Y;Y;;Y;255.32;4.64;;;;45.57;;;69.03;;37.51;;20.21;;13.44;;10.23;;24.42;;16.47;;;13.8;
421;24/01/2025 11:11;10;en;1371669669;24/01/2025 11:07;24/01/2025 11:11;Y;2;3;2;4;2;2;4;3;3;4;1;3;2;4;2;1;3;4;2;2;read;2  3  2  4  2  2  4  3  3  4  1  3  2  4  2  1  3  4  2  2;read;read;;;;;;;;;;;AO04;;;;AO03;;;AO04;;AO04;;AO04;AO02;;;;;;AO03;;AO04;;;;;AO04;;;;;;AO03;AO03;;;;;;;AO03;;;;;AO03;;;AO03;;;AO03;;;AO03;;;;AO03;AO02;AO03;AO03;AO03;Y;;;Y;274.51;19.69;;;;65.71;;;47.35;;36.9;;10.74;;25.26;;13.86;;17.49;;17.22;;;20.29;
422;24/01/2025 11:10;10;en;1840422674;24/01/2025 11:07;24/01/2025 11:10;Y;4;2;1;2;1;2;2;2;1;4;2;1;1;4;2;1;4;2;1;3;read;4  2  1  2  1  2  2  2  1  4  2  1  1  4  2  1  4  2  1  3;read;read;;;AO04;;AO04;;;;AO04;;;AO03;;;AO01;;;;AO04;;AO03;;AO03;AO02;AO05;;;AO04;;;AO03;;;AO03;;;;;;;;;;;;;;;;;;AO04;;;;;;;;;AO02;;;AO01;;;AO02;;AO02;AO04;AO03;AO04;Y;Y;;Y;202.24;6.92;;;;34.3;;;33.63;;23.93;;16.63;;43.75;;2.68;;14.86;;14.38;;;11.16;
423;24/01/2025 11:12;10;en;209489759;24/01/2025 11:07;24/01/2025 11:12;Y;3;3;2;2;1;4;4;3;4;3;1;2;2;4;3;2;4;2;4;3;read;3  3  2  2  1  4  4  3  4  3  1  2  2  4  3  2  4  2  4  3;read;read;;;;;AO04;;;;;;AO04;;;;;;;;;AO03;AO04;;;;;;;;AO03;;;AO03;;AO03;AO03;AO03;;;;;;AO03;;AO04;;;;AO03;;;;;;;;;AO04;AO03;;AO04;;;;AO03;;;AO03;;AO02;AO03;AO02;AO03;Y;;;Y;272.99;19.89;;;;69.76;;;38.58;;13.42;;9.62;;26.99;;17.31;;43.54;;18.58;;;15.3;
424;24/01/2025 11:14;10;en;1774575070;24/01/2025 11:07;24/01/2025 11:14;Y;4;3;2;4;1;4;4;4;1;3;3;1;2;2;1;2;2;2;4;4;read;4  3  2  4  1  4  4  4  1  3  3  1  2  2  1  2  2  2  4  4;read;read;;;;;AO05;;;;AO05;;;;;AO02;;;;;;AO05;;;;;;;;;AO04;AO03;;AO01;AO01;AO01;;AO05;;;;;;;;AO05;AO04;;;;;;;AO05;;;AO04;;AO04;AO03;AO04;;;;;;;;;;AO01;AO05;AO01;AO05;Y;;;Y;389.18;21.6;;;;74.13;;;75.28;;34.24;;27.23;;54.39;;21.4;;34.75;;28.82;;;17.34;
425;24/01/2025 11:12;10;en;1056002508;24/01/2025 11:07;24/01/2025 11:12;Y;1;2;4;1;2;1;2;4;3;3;2;3;1;1;3;2;3;4;4;4;read;1  2  4  1  2  1  2  4  3  3  2  3  1  1  3  2  3  4  4  4;read;read;AO05;;;AO01;;AO03;;;;;;AO03;AO03;;;;;;AO05;;;AO05;;AO03;;;;AO05;;;;AO05;;;;;;;;;;;AO05;AO05;;;;AO04;;AO02;;;;AO05;;;;;AO05;;;;;;;;;AO05;AO03;AO03;AO03;AO01;Y;;;Y;312.08;14.46;;;;73.64;;;61.86;;26.46;;31.88;;20.94;;29.66;;12.86;;26.34;;;13.98;
426;24/01/2025 11:14;10;en;281453444;24/01/2025 11:07;24/01/2025 11:14;Y;4;2;2;4;4;4;4;3;2;3;2;2;3;3;3;4;4;3;4;4;read;4  2  2  4  4  4  4  3  2  3  2  2  3  3  3  4  4  3  4  4;read;read;;;;;;;;;;;;;;;;;;;AO04;AO04;;;;;;AO05;;AO05;;;;;;;;;;;;;;AO05;;AO04;;AO04;AO02;AO03;;;AO03;AO03;;;AO03;AO04;AO04;AO03;;;;;;;;AO01;AO01;;AO02;AO02;AO02;AO03;Y;Y;;Y;411.31;12.93;;;;87.64;;;61.9;;46.52;;4.78;;30.64;;67.09;;62.82;;21.82;;;15.17;
427;24/01/2025 11:16;10;en;229082991;24/01/2025 11:07;24/01/2025 11:16;Y;1;4;4;1;1;1;1;4;2;2;2;4;3;2;4;1;2;4;3;2;read;1  4  4  1  1  1  1  4  2  2  2  4  3  2  4  1  2  4  3  2;read;read;AO05;;;AO04;AO05;AO05;AO04;;;;;;;;AO02;;;;;;;;;;;AO05;AO05;AO05;;AO01;;;AO01;;;;;;;;;;;;;AO05;;;;;;;AO05;AO05;;;;;AO05;;;;;;AO02;;;AO01;AO01;AO01;AO01;AO04;Y;;;Y;479.67;17.58;;;;99.86;;;103.76;;64.53;;53.97;;46.09;;12;;39.72;;28.61;;;13.55;
428;24/01/2025 11:17;10;en;1334166023;24/01/2025 11:08;24/01/2025 11:17;Y;1;4;2;4;2;4;4;1;1;1;1;1;4;2;3;1;1;3;1;3;read;1  4  2  4  2  4  4  1  1  1  1  1  4  2  3  1  1  3  1  3;read;read;AO05;;;;;;;AO05;AO05;AO05;AO05;;;;AO01;AO01;;;;AO05;;AO05;;;;;;;;AO04;;;;;;;;;;;;;;;;;;AO01;;;AO01;;AO05;;AO05;;AO05;AO04;;;;;AO04;;;;;;AO01;AO04;AO05;AO04;Y;;;Y;515.64;22.71;;;;109.57;;;103.59;;86.02;;45.24;;31.56;;25.38;;41.18;;31.77;;;18.62;
429;24/01/2025 11:11;10;en;603307697;24/01/2025 11:08;24/01/2025 11:11;Y;1;4;1;1;1;1;3;2;1;1;2;4;3;4;3;4;2;3;3;1;read;1  4  1  1  1  1  3  2  1  1  2  4  3  4  3  4  2  3  3  1;read;read;AO02;;AO03;AO02;AO01;AO02;;;AO05;AO01;;;;;;;;;;;;;;;AO05;;;AO05;;;;;AO03;;;;;;;;AO02;;;;;AO05;;AO02;;;AO01;;AO05;;;;;;;;;;;AO04;;AO05;;;AO04;AO01;AO05;AO05;Y;Y;;Y;212.27;11.41;;;;49.99;;;33.64;;6.9;;30.5;;19.48;;20.41;;15.16;;15.72;;;9.06;
430;24/01/2025 11:14;10;en;2016087289;24/01/2025 11:08;24/01/2025 11:14;Y;4;3;3;1;1;3;2;3;3;3;3;1;3;1;4;1;4;4;3;4;read;4  3  3  1  1  3  2  3  3  3  3  1  3  1  4  1  4  4  3  4;read;read;;;;AO03;AO03;;;;;;;;AO04;;AO04;;;;;;;;;AO04;;;;;;;;;;;;AO05;AO05;;;AO04;;AO03;AO05;AO05;AO05;AO03;;;;;;AO05;;;;;;;;;;;;;AO02;;AO02;AO01;AO01;AO01;AO01;AO04;Y;Y;;Y;381.47;18.86;;;;96.74;;;98.26;;51.59;;20.84;;9.97;;26.25;;29.32;;21.23;;;8.41;
